0.25  0.860843
0.25325  0.899173
0.2565  0.866529
0.25975  0.772744
0.263  0.635551
0.26625  0.4768
0.2695  0.318826
0.27275  0.181436
0.276  0.0797996
0.27925  0.0233119
0.2825  0.0153634
0.28575  0.053837
0.289  0.132122
0.29225  0.240418
0.2955  0.36713
0.29875  0.500185
0.302  0.628176
0.30525  0.741232
0.3085  0.83162
0.31175  0.894062
0.315  0.925805
0.31825  0.926485
0.3215  0.897846
0.32475  0.843344
0.328  0.767706
0.33125  0.676478
0.3345  0.575588
0.33775  0.470957
0.341  0.368176
0.34425  0.27224
0.3475  0.187371
0.35075  0.116896
0.354  0.0631981
0.35725  0.0277149
0.3605  0.0109883
0.36375  0.0127442
0.367  0.031999
0.37025  0.0671809
0.3735  0.116259
0.37675  0.17687
0.38  0.246446
0.38325  0.322324
0.3865  0.401851
0.38975  0.482468
0.393  0.561788
0.39625  0.637644
0.3995  0.708137
0.40275  0.771663
0.406  0.826923
0.40925  0.872934
0.4125  0.909015
0.41575  0.934779
0.419  0.950112
0.42225  0.955145
0.4255  0.95023
0.42875  0.935906
0.432  0.912873
0.43525  0.881956
0.4385  0.844077
0.44175  0.800228
0.445  0.751442
0.44825  0.69877
0.4515  0.643258
0.45475  0.585932
0.458  0.527774
0.46125  0.469716
0.4645  0.412625
0.46775  0.357294
0.471  0.304439
0.47425  0.254691
0.4775  0.208597
0.48075  0.166616
0.484  0.129122
0.48725  0.0964082
0.4905  0.0686854
0.49375  0.0460898
0.497  0.0286861
0.50025  0.0164736
0.5035  0.00939135
0.50675  0.00732405
0.51  0.0101083
0.51325  0.0175385
0.5165  0.0293725
0.51975  0.0453379
0.523  0.065137
0.52625  0.0884524
0.5295  0.114952
0.53275  0.144294
0.536  0.17613
0.53925  0.210109
0.5425  0.245884
0.54575  0.28311
0.549  0.321452
0.55225  0.360584
0.5555  0.400191
0.55875  0.439973
0.562  0.479647
0.56525  0.518944
0.5685  0.557614
0.57175  0.595425
0.575  0.632163
0.57825  0.667635
0.5815  0.701663
0.58475  0.734093
0.588  0.764785
0.59125  0.79362
0.5945  0.820496
0.59775  0.845327
0.601  0.868047
0.60425  0.888601
0.6075  0.906953
0.61075  0.923079
0.614  0.936968
0.61725  0.948623
0.6205  0.958057
0.62375  0.965295
0.627  0.970372
0.63025  0.97333
0.6335  0.974221
0.63675  0.973103
0.64  0.970041
0.64325  0.965106
0.6465  0.958373
0.64975  0.949923
0.653  0.939838
0.65625  0.928205
0.6595  0.915113
0.66275  0.900651
0.666  0.884911
0.66925  0.867986
0.6725  0.849968
0.67575  0.830949
0.679  0.811021
0.68225  0.790274
0.6855  0.768799
0.68875  0.746684
0.692  0.724014
0.69525  0.700873
0.6985  0.677345
0.70175  0.653508
0.705  0.629439
0.70825  0.605213
0.7115  0.580901
0.71475  0.556572
0.718  0.532291
0.72125  0.508122
0.7245  0.484123
0.72775  0.460351
0.731  0.43686
0.73425  0.4137
0.7375  0.390917
0.74075  0.368557
0.744  0.346661
0.74725  0.325266
0.7505  0.304408
0.75375  0.28412
0.757  0.264432
0.76025  0.24537
0.7635  0.226959
0.76675  0.20922
0.77  0.192174
0.77325  0.175836
0.7765  0.160223
0.77975  0.145346
0.783  0.131215
0.78625  0.117839
0.7895  0.105224
0.79275  0.0933753
0.796  0.0822949
0.79925  0.0719841
0.8025  0.0624423
0.80575  0.0536676
0.809  0.0456563
0.81225  0.0384039
0.8155  0.0319041
0.81875  0.0261498
0.822  0.0211327
0.82525  0.0168435
0.8285  0.0132717
0.83175  0.0104063
0.835  0.00823532
0.83825  0.00674597
0.8415  0.00592487
0.84475  0.00575803
0.848  0.00623085
0.85125  0.00732827
0.8545  0.00903476
0.85775  0.0113344
0.861  0.014211
0.86425  0.017648
0.8675  0.0216285
0.87075  0.0261356
0.874  0.0311521
0.87725  0.0366608
0.8805  0.0426442
0.88375  0.0490849
0.887  0.0559654
0.89025  0.0632683
0.8935  0.0709763
0.89675  0.0790719
0.9  0.0875379
0.90325  0.0963572
0.9065  0.105513
0.90975  0.114988
0.913  0.124766
0.91625  0.13483
0.9195  0.145164
0.92275  0.155753
0.926  0.166579
0.92925  0.177629
0.9325  0.188885
0.93575  0.200335
0.939  0.211962
0.94225  0.223753
0.9455  0.235692
0.94875  0.247768
0.952  0.259965
0.95525  0.272271
0.9585  0.284672
0.96175  0.297158
0.965  0.309714
0.96825  0.322329
0.9715  0.334992
0.97475  0.347692
0.978  0.360417
0.98125  0.373156
0.9845  0.385901
0.98775  0.39864
0.991  0.411364
0.99425  0.424063
0.9975  0.43673
1.00075  0.449354
1.004  0.461928
1.00725  0.474444
1.0105  0.486894
1.01375  0.49927
1.017  0.511565
1.02025  0.523773
1.0235  0.535886
1.02675  0.547899
1.03  0.559806
1.03325  0.5716
1.0365  0.583276
1.03975  0.594829
1.043  0.606254
1.04625  0.617547
1.0495  0.628702
1.05275  0.639716
1.056  0.650584
1.05925  0.661303
1.0625  0.671869
1.06575  0.682279
1.069  0.69253
1.07225  0.702618
1.0755  0.712542
1.07875  0.722298
1.082  0.731884
1.08525  0.741298
1.0885  0.750539
1.09175  0.759604
1.095  0.768491
1.09825  0.7772
1.1015  0.785728
1.10475  0.794075
1.108  0.80224
1.11125  0.810222
1.1145  0.81802
1.11775  0.825634
1.121  0.833062
1.12425  0.840306
1.1275  0.847364
1.13075  0.854236
1.134  0.860924
1.13725  0.867425
1.1405  0.873742
1.14375  0.879874
1.147  0.885822
1.15025  0.891585
1.1535  0.897166
1.15675  0.902564
1.16  0.907781
1.16325  0.912816
1.1665  0.917672
1.16975  0.922348
1.173  0.926847
1.17625  0.931169
1.1795  0.935316
1.18275  0.939288
1.186  0.943088
1.18925  0.946716
1.1925  0.950173
1.19575  0.953462
1.199  0.956584
1.20225  0.95954
1.2055  0.962332
1.20875  0.964962
1.212  0.967431
1.21525  0.969741
1.2185  0.971893
1.22175  0.97389
1.225  0.975733
1.22825  0.977424
1.2315  0.978964
1.23475  0.980357
1.238  0.981602
1.24125  0.982704
1.2445  0.983662
1.24775  0.98448
1.251  0.985159
1.25425  0.9857
1.2575  0.986107
1.26075  0.986381
1.264  0.986524
1.26725  0.986537
1.2705  0.986423
1.27375  0.986184
1.277  0.985822
1.28025  0.985339
1.2835  0.984736
1.28675  0.984016
1.29  0.98318
1.29325  0.982231
1.2965  0.981171
1.29975  0.980001
1.303  0.978724
1.30625  0.977341
1.3095  0.975854
1.31275  0.974265
1.316  0.972577
1.31925  0.970791
1.3225  0.968908
1.32575  0.966932
1.329  0.964863
1.33225  0.962704
1.3355  0.960456
1.33875  0.958121
1.342  0.955701
1.34525  0.953198
1.3485  0.950614
1.35175  0.947951
1.355  0.945209
1.35825  0.942392
1.3615  0.9395
1.36475  0.936535
1.368  0.9335
1.37125  0.930395
1.3745  0.927223
1.37775  0.923985
1.381  0.920682
1.38425  0.917317
1.3875  0.913891
1.39075  0.910405
1.394  0.906862
1.39725  0.903262
1.4005  0.899607
1.40375  0.895899
1.407  0.892138
1.41025  0.888328
1.4135  0.884469
1.41675  0.880562
1.42  0.876609
1.42325  0.872611
1.4265  0.868571
1.42975  0.864488
1.433  0.860364
1.43625  0.856202
1.4395  0.852001
1.44275  0.847764
1.446  0.843492
1.44925  0.839185
1.4525  0.834845
1.45575  0.830474
1.459  0.826072
1.46225  0.821641
1.4655  0.817182
1.46875  0.812696
1.472  0.808184
1.47525  0.803647
1.4785  0.799087
1.48175  0.794504
1.485  0.7899
1.48825  0.785275
1.4915  0.780631
1.49475  0.775968
1.498  0.771288
1.50125  0.766592
1.5045  0.76188
1.50775  0.757153
1.511  0.752413
1.51425  0.74766
1.5175  0.742896
1.52075  0.73812
1.524  0.733335
1.52725  0.72854
1.5305  0.723737
1.53375  0.718926
1.537  0.714109
1.54025  0.709285
1.5435  0.704457
1.54675  0.699624
1.55  0.694787
1.55325  0.689948
1.5565  0.685106
1.55975  0.680263
1.563  0.675419
1.56625  0.670574
1.5695  0.665731
1.57275  0.660888
1.576  0.656047
1.57925  0.651209
1.5825  0.646374
1.58575  0.641542
1.589  0.636715
1.59225  0.631892
1.5955  0.627075
1.59875  0.622264
1.602  0.617459
1.60525  0.612661
1.6085  0.607871
1.61175  0.603089
1.615  0.598315
1.61825  0.59355
1.6215  0.588795
1.62475  0.584049
1.628  0.579314
1.63125  0.57459
1.6345  0.569877
1.63775  0.565176
1.641  0.560487
1.64425  0.55581
1.6475  0.551146
1.65075  0.546495
1.654  0.541858
1.65725  0.537235
1.6605  0.532626
1.66375  0.528032
1.667  0.523453
1.67025  0.518889
1.6735  0.514341
1.67675  0.509809
1.68  0.505293
1.68325  0.500793
1.6865  0.496311
1.68975  0.491845
1.693  0.487397
1.69625  0.482967
1.6995  0.478554
1.70275  0.47416
1.706  0.469784
1.70925  0.465427
1.7125  0.461088
1.71575  0.456768
1.719  0.452468
1.72225  0.448187
1.7255  0.443926
1.72875  0.439685
1.732  0.435464
1.73525  0.431263
1.7385  0.427082
1.74175  0.422922
1.745  0.418783
1.74825  0.414664
1.7515  0.410567
1.75475  0.40649
1.758  0.402435
1.76125  0.398402
1.7645  0.39439
1.76775  0.390399
1.771  0.386431
1.77425  0.382484
1.7775  0.378559
1.78075  0.374657
1.784  0.370777
1.78725  0.366918
1.7905  0.363083
1.79375  0.35927
1.797  0.355479
1.80025  0.351711
1.8035  0.347966
1.80675  0.344243
1.81  0.340544
1.81325  0.336867
1.8165  0.333213
1.81975  0.329582
1.823  0.325974
1.82625  0.322389
1.8295  0.318828
1.83275  0.315289
1.836  0.311774
1.83925  0.308282
1.8425  0.304813
1.84575  0.301367
1.849  0.297944
1.85225  0.294545
1.8555  0.29117
1.85875  0.287817
1.862  0.284488
1.86525  0.281182
1.8685  0.277899
1.87175  0.27464
1.875  0.271404
1.87825  0.268191
1.8815  0.265002
1.88475  0.261836
1.888  0.258693
1.89125  0.255573
1.8945  0.252477
1.89775  0.249404
1.901  0.246354
1.90425  0.243327
1.9075  0.240323
1.91075  0.237343
1.914  0.234385
1.91725  0.231451
1.9205  0.228539
1.92375  0.22565
1.927  0.222785
1.93025  0.219942
1.9335  0.217122
1.93675  0.214325
1.94  0.21155
1.94325  0.208798
1.9465  0.206069
1.94975  0.203363
1.953  0.200678
1.95625  0.198017
1.9595  0.195377
1.96275  0.192761
1.966  0.190166
1.96925  0.187594
1.9725  0.185043
1.97575  0.182515
1.979  0.180009
1.98225  0.177525
1.9855  0.175063
1.98875  0.172622
1.992  0.170204
1.99525  0.167807
1.9985  0.165432
2.00175  0.163078
2.005  0.160746
2.00825  0.158435
2.0115  0.156145
2.01475  0.153877
2.018  0.15163
2.02125  0.149404
2.0245  0.147199
2.02775  0.145015
2.031  0.142851
2.03425  0.140709
2.0375  0.138587
2.04075  0.136486
2.044  0.134406
2.04725  0.132345
2.0505  0.130306
2.05375  0.128286
2.057  0.126287
2.06025  0.124308
2.0635  0.122349
2.06675  0.120409
2.07  0.11849
2.07325  0.11659
2.0765  0.11471
2.07975  0.11285
2.083  0.111009
2.08625  0.109188
2.0895  0.107385
2.09275  0.105602
2.096  0.103839
2.09925  0.102094
2.1025  0.100368
2.10575  0.0986612
2.109  0.096973
2.11225  0.0953036
2.1155  0.0936527
2.11875  0.0920203
2.122  0.0904063
2.12525  0.0888106
2.1285  0.0872332
2.13175  0.0856739
2.135  0.0841326
2.13825  0.0826093
2.1415  0.0811038
2.14475  0.079616
2.148  0.078146
2.15125  0.0766935
2.1545  0.0752585
2.15775  0.0738409
2.161  0.0724405
2.16425  0.0710574
2.1675  0.0696914
2.17075  0.0683423
2.174  0.0670102
2.17725  0.065695
2.1805  0.0643964
2.18375  0.0631145
2.187  0.0618492
2.19025  0.0606003
2.1935  0.0593678
2.19675  0.0581515
2.2  0.0569514
2.20325  0.0557674
2.2065  0.0545994
2.20975  0.0534473
2.213  0.052311
2.21625  0.0511904
2.2195  0.0500855
2.22275  0.048996
2.226  0.047922
2.22925  0.0468634
2.2325  0.04582
2.23575  0.0447918
2.239  0.0437786
2.24225  0.0427804
2.2455  0.0417972
2.24875  0.0408287
2.252  0.0398749
2.25525  0.0389358
2.2585  0.0380112
2.26175  0.037101
2.265  0.0362052
2.26825  0.0353237
2.2715  0.0344563
2.27475  0.0336031
2.278  0.0327638
2.28125  0.0319384
2.2845  0.0311269
2.28775  0.0303291
2.291  0.029545
2.29425  0.0287744
2.2975  0.0280173
2.30075  0.0272735
2.304  0.0265431
2.30725  0.0258259
2.3105  0.0251218
2.31375  0.0244308
2.317  0.0237528
2.32025  0.0230876
2.3235  0.0224352
2.32675  0.0217955
2.33  0.0211684
2.33325  0.0205539
2.3365  0.0199518
2.33975  0.0193621
2.343  0.0187848
2.34625  0.0182196
2.3495  0.0176665
2.35275  0.0171255
2.356  0.0165965
2.35925  0.0160793
2.3625  0.0155739
2.36575  0.0150803
2.369  0.0145983
2.37225  0.0141279
2.3755  0.013669
2.37875  0.0132214
2.382  0.0127852
2.38525  0.0123603
2.3885  0.0119465
2.39175  0.0115438
2.395  0.0111521
2.39825  0.0107714
2.4015  0.0104015
2.40475  0.0100424
2.408  0.00969403
2.41125  0.00935629
2.4145  0.00902911
2.41775  0.00871242
2.421  0.00840614
2.42425  0.0081102
2.4275  0.00782452
2.43075  0.00754903
2.434  0.00728366
2.43725  0.00702833
2.4405  0.00678297
2.44375  0.00654752
2.447  0.00632189
2.45025  0.00610602
2.4535  0.00589984
2.45675  0.00570327
2.46  0.00551625
2.46325  0.0053387
2.4665  0.00517057
2.46975  0.00501176
2.473  0.00486223
2.47625  0.0047219
2.4795  0.0045907
2.48275  0.00446856
2.486  0.00435542
2.48925  0.00425121
2.4925  0.00415587
2.49575  0.00406932
2.499  0.0039915
2.50225  0.00392235
2.5055  0.0038618
2.50875  0.00380979
2.512  0.00376624
2.51525  0.0037311
2.5185  0.00370431
2.52175  0.00368579
2.525  0.0036755
2.52825  0.00367335
2.5315  0.0036793
